KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
pda_0WCaS,"The resources and components required for items are always placed in a container. This container is then assigned to a crafting station, for example a constructor or a food processor.\n\nAll constructors, except terrain-placeables, require a storage container of any kind to be assigned.\nYou can have different storage locations for Inbox and Outbox!",,,,,,,,,,,,,,,,
pda_4OYeY,[c][ffffff]Put all the ingredients into the barrels[-][/c].  The cauldron is linked to the barrels and will use all resources for the crafting process from there. It will also put the results of the crafting process right there.\n\nNow [c][fbff00]access the cauldron[-][/c] next to the barrels.,,,,,,,,,,,,,,,,
pda_u4Suw,On the right side there is a list with food and medical templates you can craft.  Use the filters on top of the TEMPLATES headline to switch through them. \n\nCraft an [c][fbff00]Antitoxic Ointment[-][/c].,,,,,,,,,,,,,,,,
pda_qwaKK,Apply Antitoxic Ointment,,,,,,,,,,,,,,,,
pda_Giqi0,"There are several types of medical items, like Ointments (stage 1), Pills (stage 2) and Injections (stage 3) that will cure certain stages of a disease or status effect.  Each stage medical includes the effect of its lower stage: Antibiotic Pills include the effects of Antibiotic Ointment. Injections include the effect of the same class of pills. Check the hover info of the items for more details.\n\nSome consumables, like honey have a direct effect on your health without crafting.\n\n[u]Waiting too long with curing a disease[/u] might lead to it turning into its more dangerous stage.\nOn the other side, curing some diseases might spawn side effects, like removing a dermal parasite leads to an open wound.\n\nCheck the Empyriopedia ([c][00ff11]F1[-][/c]) for more details.",,,,,,,,,,,,,,,,
pda_p8Smi,Use medicine,,,,,,,,,,,,,,,,
pda_W889i,Access Barrels,,,,,,,,,,,,,,,,
pda_K0SSA,You can access the assigned container inventory ..\n1. EITHER by clicking on the [c][00ff11]icon next to the INBOX dropdown[-][/c] \n2. OR you can exit this window and access the container inventory directly ([c][00ff11]F[-][/c]) to put stuff inside or take items from it\n3. OR you can press [c][00ff11]F4 [-][/c]and access the container inventory via the Logistics Menu.\n\nMore info about the Logistics Menu and how to work with the Logistics System are available in the Empyriopedia ([c][00ff11]F1[-][/c]),,,,,,,,,,,,,,,,
pda_qCii4,Access the Barrels either directly ([c][00ff11]F[-][/c]) or from within the crafting menu by clicking on the [c][00ff11]Container Access button[-][/c] next to the '[c][ffffff](A) Potion Station Storage[-][/c]' dropdown.,,,,,,,,,,,,,,,,
pda_44qS8,Hold [c][00ff11]SHIFT [-][/c]and make a [c][00ff11]R[-][/c]ight [c][00ff11]M[-][/c]ouse [c][00ff11]B[-][/c]utton click on the [c][ffffff]Antitoxic Ointment[-][/c] to apply it.,,,,,,,,,,,,,,,,
pda_W44Vm,Shopping,,,,,,,,,,,,,,,,
pda_4quWe,Speak to Trader,,,,,,,,,,,,,,,,
pda_aW4em,"Traders offer and sell items, devices, resources and everything else you might want to buy or sell.\nNot all traders sell or buy all items. Some are specialized, others might only buy or sell certain items. \nTraders usually accept money cards (CASH) or payment from your bank account. \n\nThe official Trading Stations on orbits and on planets often have several traders which buy and sell a big range of devices.\n\nWatch out for local traders on stations and outposts. They often buy commodity items for a good price!\n\nImportant\n- You need to be at a [c][ffffff]neutral state[-][/c] with the faction to start buying or selling items.\n- Find an [c][ffffff]ATM [-][/c]device in a trading station to add or withdraw money cards from your bank account.",,,,,,,,,,,,,,,,
pda_0e0GO,"Hello friend, you seem to be in a bad shape! \nHave these [c][fbff00]ingredients [-][/c]and head back to our [c][fbff00]shaman[-][/c].\n\n[u]In case you need something else:[/u] All my trading goods can be found in the list on the right.\n\n1. Select an item from the list on the right ( [c][00ff11]L[-][/c]eft [c][00ff11]M[-][/c]ouse [c][00ff11]B[-][/c]utton )\n2. Add the number of items you want to buy or sell in the [c][ffffff]QUANTITY [-][/c]box at the lower left.\n3. Select a payment method by checking either the [c][ffffff]CASH [-][/c](money cards) or [c][ffffff]BANK ACCOUNT[-][/c] checkbox at the lower left.\n\nPress the [c][00ff11]BUY[-][/c] or [c][00ff11]SELL button [-][/c]to initiate the transaction.",,,,,,,,,,,,,,,,
pda_SqOqS,Go back to Shaman,,,,,,,,,,,,,,,,
pda_8qOS4,Traders and NPCs that have something to say are marked with a yellow arrow floating above their heads.\nThe same is true for consoles that you can interact with!,,,,,,,,,,,,,,,,
pda_CG5W8,"[c][00ffff][Shaman][-][/c] There are three barrels to your right, next to a cauldron.\n\n[c][fbff00]Access the barrels[-][/c] ([c][00ff11]F[-][/c])",,,,,,,,,,,,,,,,
pda_au0G0,Approach settlement,,,,,,,,,,,,,,,,
pda_CJ0qm,Speak to the chief. He resides in the largest building.,,,,,,,,,,,,,,,,
pda_SOtKO,The tribal settlement,,,,,,,,,,,,,,,,
pda_i4OqC,[c][00ffff][IDA][-][/c] You should [c][ffffff]speak to the chief[-][/c]. \n\nI assume he resides in the [c][ffffff]largest building[-][/c] in the center of the settlement.,,,,,,,,,,,,,,,,
pda_Wa8Cu,Unholy creatures,,,,,,,,,,,,,,,,
pda_9W8qu,"Removing the [c][ffffff]Dermal Parasites[-][/c] leaves behind an [c][ffffff]Open Wound[-][/c].\n\nApply a [c][ffffff]Bandage [-][/c]to treat this injury, then speak to the Chief.",,,,,,,,,,,,,,,,
pda_G8i00,Access Portable Constructor,,,,,,,,,,,,,,,,
pda_a8uUe,"Constructors have a range of [c][ffffff]tab groups icons[-][/c] directly above the [c][ffffff]TEMPLATES[-][/c] headline. \nEach tab offers a different group of devices and components. \nClick on an icon to show the available templates of this tab group. \n\nYou can also use the [c][ffffff]filter[-][/c] icons (adds a filter onto the selected tab-group) and the [c][ffffff]filter-textbox[-][/c]!\n\n[u]Info:[/u]\n[c][ff7b00]Red [-][/c]templates = you do not have enough resources or a particular component is missing\n[c][00ffff]Blue [-][/c]templates = you need to unlock the device, tool or block in the Techtree (F3) at first.",,,,,,,,,,,,,,,,
pda_4C8Oa,"Click on the [c][fbff00]icon [-][/c]of the [c][fbff00]WEAPONS & ITEMS[-][/c] tab above the [c][ffffff]TEMPLATES [-][/c]headline.\n\nMove all resources from your inventory to the Portable Constructor INPUT ( [c][00ff11]SHIFT [-][/c]+ [c][00ff11]L[-][/c]eft [c][00ff11]M[-][/c]ouse [c][00ff11]B[-][/c]utton), then click on the [c][ffffff]Pistol [-][/c]and [c][ffffff]Pistol Round[-][/c] templates in the list to add the recipes to the crafting queue.\n\n[u]Note:[/u]\nIf you do not have enough resources, the template will be red.\nHover over the template to learn which resources or components are missing.\n\n[u]Tip:[/u]\nYou can add more than one template at the same time by pressing the[c][00ff11] LEFT MOUSE BUTTON[-][/c] while holding either [c][00ff11]SHIFT [-][/c](x10), [c][00ff11]CTRL [-][/c](x100) or [c][00ff11]CTRL+ SHIFT [-][/c](x1000).\n\nClick on the [c][00ff11]INFO icon [-][/c]below the TEMPLATES list to learn more about constructors and crafting!",,,,,,,,,,,,,,,,
pda_G8Kaq,Access Port. Constructor,,,,,,,,,,,,,,,,
pda_40uOi,"If you want to learn more about how to handle constructors, click on the [c][00ff11]INFO button[-][/c] right below the templates list!",,,,,,,,,,,,,,,,
pda_u4KOq,"Craft [c][fbff00]1x Biofuel[-][/c] from fiber from the [c][ffffff]COMPONENTS[-][/c] tab.\n\nTip: If you want to learn more about how to handle constructors, click on the [c][00ff11]HELP icon [-][/c]right below the templates list!",,,,,,,,,,,,,,,,
pda_KKSSW,Add Template,,,,,,,,,,,,,,,,
pda_4uuOC,"You can add more than one template at the same time by pressing the[c][00ff11] LEFT MOUSE BUTTON[-][/c] while holding either [c][00ff11]SHIFT [-][/c](x10), [c][00ff11]CTRL [-][/c](x100) or [c][00ff11]CTRL+ SHIFT[-][/c] (x1000).\n\nClick on the [c][00ff11]INFO icon [-][/c]below the TEMPLATES list to learn more about constructors and crafting!",,,,,,,,,,,,,,,,
pda_iiSCKKW,Open Door,,,,,,,,,,,,,,,,
pda_i8Ck8CU,[c][00ffff][IDA] [-][/c]This might have been one of the warriors from the lost expeditions. He looks .. infected. There could be more of them.\n\nQuick-Loot his pockets by using [c][00ff11]SHIFT-F.[-][/c],,,,,,,,,,,,,,,,
pda_uu0WGm4,The facility,,,,,,,,,,,,,,,,
pda_KmaKuGe,[c][00ffff][IDA][-][/c] Commander I suspect this chamber might have been part of a cryo-facility which was destroyed ages ago. We might have awoken the station with our investigations .. including its inmate.\n\nYou should try speaking to him!,,,,,,,,,,,,,,,,
pda_86Oi4Sg,Enemy Contact,,,,,,,,,,,,,,,,
pda_8siiaqg,Robinson Protocol I,,,,,,Протокол Робинсона 1,Протокол Робинсона 1,Протокол Робинсона 1,Протокол Робинсона 1,,,,,,,
pda_qOmGq48,"The UCH Protocol 001 A, also known as the ""Robinson Protocol"" will help you to get started when crashing on an unknown planet. Follow the orders of your suit AI to succeed!\n\n[c][00ffff]Part II[-][/c] will teach you how to set up a camp, loot POIs, use the Techtree, using the Portable Constructor as well as the basics for your own permanent base.",,,,,,,,,,,,,,,,
pda_8aCua40,"The UCH Protocol 001 A, also known as the ""Robinson Protocol"" will help you to get started when crashing on an unknown planet. Follow the orders of your suit AI to succeed!\n\n[c][00ffff]Part I will teach you the most basic survival mechanics.[-][/c]",,,,,,,,,,,,,,,,
pda_8KSOOuC,"[c][00ffff][IDA][-][/c] Commander! My efforts to reestablish communication with the fleet have failed, but I am tracking a weak signal of an UCH beacon nearby.\n\nFirst you need to [c][ffffff]craft a DETECTOR[-][/c] in your Survival Constructor!",,,,,,,,,,,,,,,,
pda_6iZmSee,Assessing situation,,,,,,,,,,,,,,,,
pda_q0Gi8Q6,Updating mission,,,,,,,,,,,,,,,,
pda_OCtGG8q,Updating mission parameters.. please wait.,,,,,,,,,,,,,,,,
pda_eJWfuWe,"[c][ffffff]Now DEACTIVATE [-][/c]the 'Connect to Damaged Com Station' checkbox ([c][00ff11]N[-][/c]) and find a spot for the[c][fbff00] Fuel Tank (T1)[-][/c] where its wireframe becomes blue.\n\nYou may note, that with the CONNECT mode [c][ffffff]deactivated[-][/c], you can place blocks and devices only in certain spots [c][ffffff]ONTO an existing base plate[-][/c] or base block.",,,,,,,,,,,,,,,,
pda_8OaGXGe,"NOTE: You need to [c][fbff00]deactivate that mode[-][/c] before trying to place something on terrain, like a Portable Constructor, Survival Tent and similar! In case you see an error or a wireframe not turning blue, check the Debug Menu ([c][00ff11]N[-][/c]) if the 'Connect to Base' is still active!",,,,,,,,,,,,,,,,
pda_KeSqa48,[b][c][00ffff]Chapter 1: Tales of the Past[-][/c][/b]\n\nFind one of the tribal [c][ffffff]Small Settlements[-][/c] and make contact with the natives and learn something about this planet.\n\nIt might be vital for your journey .. and beyond.\n\n[i]Location: Starter Planet; Ellyon System (Starter System)[/i]\n[i]Reputation: Requires at least a [c][ffffff]neutral [-][/c]standing with [c][ffffff]Talon[-][/c][/i],,,,,,,,,,,,,,,,
pda_OmSsCK0,Story Chapter 1: [c][00ffff]Tales of the Past[-][/c],,,,,,,,,,,,,,,,
pda_uSCu04w,Updating mission parameters.. please wait.,,,,,,,,,,,,,,,,
pda_wW0OOeq,Story Chapter 2: [c][00ffff]Crashed Birds[-][/c],,,,,,,,,,,,,,,,
pda_8mWKGSq,"Your people came here about one planetary rotation ago. \nThey seem to have fought with the Zirax patrols in orbit and some of their vessels crashed on this planet. \nWe helped them survive until they were able to escape.\nSo, please pardon our curiosity  ... but what are YOU still doing here? \nHow did you manage to escape the Zirax patrols for so long?",,,,,,,,,,,,,,,,
pda_iKsOe0m,"The name Kar'han is still well known in the tales of our tribe. He is known as The First Warrior, fighting the oppression of the Zirax. But these ... tales ... are hundreds of years old. I doubt they are entirely true.\n\nExcuse me, friend. These are disturbing, ancient, revelations.\n\nA long-forgotten menace might just raised its dreadful head again and seems to be already here and infecting our people.",,,,,,,,,,,,,,,,
pda_iiCQu8H,"[c][00ffff][b]Chapter 2: Crashed Birds[/b][-][/c]\n\nThe Talon have given you the coordinates of a large [c][ffffff]wreckage [-][/c]of yet unknown, but presumably UCH origin. \n\nFollow the yellow '[c][ffffff]wreckage[-][/c]' marker and you will possibly find a trace of your fellow comrades.\n\n[i]Location: Starter Planet; Ellyon System (Starter System)[/i]",,,,,,,,,,,,,,,,
pda_SWauO0i,"[c][00ffff][IDA][-][/c] Commander, I am detecting a large wreckage ahead of us.  Size and composition indicate an UCH Pelican type transport.\n\nProceed with caution!",,,,,,,,,,,,,,,,
pda_4KG3qOu,Sit down,,,,,,,,,,,,,,,,
pda_WOgqSU8,[c][00ffff][GLaD][-][/c] We've got reports that this Polaris mining facility has found something interesting.\n[c][ffffff][u]Your mission[/u][-][/c]: Retrieve that information so we can investigate them further.\n\n[c][ffffff]Park your vessel on or in range of the upper pad.[-][/c]\nThen go to the [c][ffffff]Landing Permission Signal[-][/c] to update the mission.,,,,,,,,,,,,,,,,
pda_68Ga4SG,Find the Room,,,,,,,,,,,,,,,,
pda_xW48w4O,Robinson Protocol II,,,,,,,,Протокол Робинсона 2,,,,,,,,
pda_WYGCuCG,Base,,,,,,,,,,,,,,,,
pda_qmWmgKS,Return to..,,,,,,,,,,,,,,,,
pda_eO1qiaq,..Com Station,,,,,,,,,,,,,,,,
pda_CSW2aG0,"Any structure or POI (point of interest) you have captured can be rebuilt and upgraded to your needs - in case you do not want to start from scratch.\n\nIn general there are several ways to build a base or a vessel.\n\n1. Craft a [c][00ffff]STARTER BLOCK[-][/c] for either structure type and build from the ground up, block by block.\n2. Find a damaged vessel or base, put your own core and repair it up to a usable point.\n3. Use the [c][00ffff]BLUEPRINT LIBRARY & FACTORY[-][/c] ([c][00ff11]F2[-][/c]) to print a prefab.  \n\n[u]About using the BP LIBRARY AND FACTORY:[/u]\n1. Open the [c][00ffff]BLUEPRINT LIBRARY[-][/c] by pressing [c][00ff11]F2.[-][/c]\n2. Select the [c][00ffff]STOCK [-][/c]icon on the top left filter icons group.\n3. Select the prefab blueprint that fits your needs\n4. Click on it and select [c][00ff00]TO FACTORY [-][/c]and the view will switch to the factory view.\n5. In the Factory, add all the required materials to the intake and hit START PRODUCTION.\n6. Wait until the product is ready ( a message will pop up on the top right! )\n7. Open the BLUEPRINT LIBRARY: You will find the finished base or vessel at the top of the list\n8. Select it and spawn it.\n\nWhen spawning, use [c][00ff00]PAGE UP / PAGE DOWN[-][/c], [c][00ff00]HOME / END[-][/c] and [c][00ff00]INSERT / DELETE[-][/c] buttons to adjust the spawning position of the vessel\n\n[c][ffffff]Knowledge:[-][/c]\n[c][ffffff]- You can not only add ingots, but also devices and blocks that are using these ingots in their template[-][/c]\n[c][ffffff]- You can add items and devices from your CONNECTED TOOLBAR as well!\n- Adding devices instead of ingots will CUT DOWN the production time![-][/c]",,,,,,,,,,,,,,,,
pda_eikaSSe,[c][80ffff]Really abort the mission? Please confirm![-][/c]\n\nYou can start the mission via PDA (F1) at any time.,,,,,,,,,,,,,,,,
pda_mCeaS44,"The UCH Protocol 001 A, also known as the ""Robinson Protocol"" will help you to get started when crashing on an unknown planet. Follow the orders of your suit AI to succeed!\n\n[c][00ffff]Part III[-][/c] will teach you how to use the map, set up your base, improve your crafting possibilities and how to mine underground deposits.",,,,,,,,,,,,,,,,
pda_iKVCeaG,Story Chapter 4: [c][00ffff]A Glacial Grave[-][/c],,,,,,,,,,,,,,,,
pda_KwO8mqS,Descending,,,,,,,,,,,,,,,,
pda_Gim868o,Activate Base,,,,,,,,,,,,,,,,
pda_CEq0iGX,Use the ramp and go down to the subterrain levels.,,,,,,,,,,,,,,,,
pda_i8QuuW8,[c][00ffff][IDA] [-][/c]That lever does not only seem to have switched on the lights. My sensors are picking up raising power levels a few meters further down.   \n\nI suggest to [c][fbff00]find the source[-][/c] .. with maximum caution.,,,,,,,,,,,,,,,,
pda_SOKWAqK,Subterrain,,,,,,,,,,,,,,,,
pda_WqWqC0O,Use Lever,,,,,,,,,,,,,,,,
pda_SOqueq4,[c][00ffff][IDA][-][/c] This part of the tower seems to be made from a different material. The traces indicate the material had to withstand extremely high temperatures.\n\nSomething is moving down here,,,,,,,,,,,,,,,,
pda_S8KGC4m,Find out how to escape from this Ancient Tower,,,,,,,,,,,,,,,,
pda_eKm0OUu,Find the source of the raising power levels. Expect enemy contact.,,,,,,,,,,,,,,,,
pda_0GSG0eW,Entry room,,,,,,,,,,,,,,,,
pda_KKUa80m,Check the walls,,,,,,,,,,,,,,,,
pda_GOKmqG8,Head back to the Talon village and search for help for curing the Dermal Parasite.,,,,,,,,,,,,,,,,
pda_mQKmC0e,"[c][00ffff][IDA][-][/c] Commander, the explosion might have weakened some of the plates on the walls in the entry room. \n\nCheck them for cracks.",,,,,,,,,,,,,,,,
pda_GK7biCi,Preparations,,,,,,,,,,,,,,,,
pda_iU4KGEm,Approach resource deposit,,,,,,,,,,,,,,,,
pda_mqRSfKe,"For all the devices we need to craft in order to make the Com Station a real base, we need to find a valuable source of resources: [c][ffffff]underground deposits[-][/c].\n\nThat's how you spot those deposits in case you did not yet detect them:\n- Walk around with your Survival Tool or Drill in your hand OR use your Detector to find a [c][00ffff]Iron, Copper[-][/c] or [c][00ffff]Silicon[-][/c] deposit nearby.\n- In case you only get a [c][00ffff]< Resource >[-][/c] marker instead of the resource type being revealed, go closer than 300m and scan again OR point at the marker with the Survival Tool or a Drill in your hand.\n\n[c][fbff00]Go to any deposit.[-][/c]",,,,,,,,,,,,,,,,
pda_iuS0CWS,"That's how you spot those deposits in case you did not yet detect them:\n\n- Walk around with your Survival Tool or Drill in your hand OR use your Detector to find a [c][00ffff]Iron, Copper[-][/c] or [c][00ffff]Silicon[-][/c] deposit nearby.\n\n- In case you only get a [c][00ffff]< Resource >[-][/c] marker instead of the resource type being revealed, go closer than 300m and scan again OR point at the marker with the Survival Tool or a Drill in your hand.",,,,,,,,,,,,,,,,
pda_0OO8qCE,"Mine at least [c][fbff00]15 ores[-][/c] of [c][ffffff]Iron[-][/c], [c][ffffff]Silicon [-][/c]and [c][ffffff]Copper [-][/c]to start with.\n\nYou should of course get more, but pay attention to our mass/volume limitation of your backpack! ([c][00ff00]Tab[-][/c])\n\nKnowledge:\n- Use your PERSONAL DRONE ([c][00ff11]F5[-][/c]) while having selected a DRILL or the SURVIVAL TOOL (Resource Mode) in your toolbar! \n- You can remote-mine with your drone in a range of up to about 60 meters.\n- The PERSONAL DRONE can be used for many other tasks and with other tools and gadgets as well!",,,,,,,,,,,,,,,,
pda_euG1804,Mine deposit,,,,,,,,,,,,,,,,
pda_e88Ku6C,Iron Ore,,,,,,,,,,,,,,,,
pda_8CiOmam,Copper Ore,,,,,,,,,,,,,,,,
pda_AemiOOZ,Silicon Ore,,,,,,,,,,,,,,,,
pda_0ue4w4G,Use your PERSONAL DRONE ([c][00ff11]F5[-][/c]) while having selected a DRILL or the SURVIVAL TOOL ([c][00ff11]Drill Mode[-][/c]) in your toolbar! \n\nYou can remote-mine with your drone in a range of up to about 60 meters.,,,,,,,,,,,,,,,,
pda_0IueeG1,The PERSONAL DRONE can be used for many other tasks and with other tools and gadgets as well!,,,,,,,,,,,,,,,,
pda_cuSuSqq,More info about mining and resources can be found in the Empyriopedia ([c][00ff11]F1[-][/c]).,,,,,,,,,,,,,,,,
pda_qGO48m8,Head back to the base and put all materials into the [c][ffffff]Portable Constructor[-][/c].\n\nYou might also need additional materials such as Fiber and Crushed Stone.,,,,,,,,,,,,,,,,
pda_gKeWoOW,Portable Constructor,,,,,,,,,,,,,,,,
pda_qa3eiui,Access,,,,,,,,,,,,,,,,
pda_ikC0qma,"In case you do not spawn a base or vessel from the Blueprint Library/Factory ([c][00ff11]F2[-][/c]), the Portable Constructor is the basic device you need in order to be able to upgrade your base to a more functional emplacement.",,,,,,,,,,,,,,,,
pda_GYCCGi8,"In addition to a [c][ffffff]Core[-][/c], a [c][ffffff]Generator [-][/c]and a [c][ffffff]Fuel Tank[-][/c], which are the required devices to run a base or vessel at all, there are several other basic devices that will improve the viability of your emplacement, opening up more possibilities, improved shelter and defense capabilities.\n\nCraft a [c][fbff00]Small Constructor[-][/c] and a [c][fbff00]Cargo Box[-][/c], equip them to your [c][ffffff]toolbar [-][/c]and [c][fbff00]place them onto the base[-][/c].\n\nYou might need to unlock them from the Techtree ([c][00ff11]F3[-][/c]) at first.\n\nTip: you can either enlarge the base plate (craft and place Wood, Carbon or Steel Blocks and place them) OR you can use the Build Helper ""Connect to base"" ([c][00ff11]N[-][/c]) to place the devices anywhere on the ground.",,,,,,,,,,,,,,,,
pda_8qYimeu,Crafting Capabilities,,,,,,,,,,,,,,,,
pda_K5G0KeW,Place Small Constructor,,,,,,,,,,,,,,,,
pda_WGW4S4b,Place Cargo Box,,,,,,,,,,,,,,,,
pda_eO3OKCG,The Small Constructor is the most important basic base device.,,,,,,,,,,,,,,,,
pda_uSui8iK,You do not only need containers for storage BUT they are also required for the Constructors to work!,,,,,,,,,,,,,,,,
pda_eq084GO,Access the [c][ffffff]SMALL CONSTRUCTOR[-][/c].,,,,,,,,,,,,,,,,
pda_0WqiSCW,Production Setup,,,,,,,,,,,,,,,,
pda_0WG888G,Access Small Constructor,,,,,,,,,,,,,,,,
pda_O8uC8WX,"Constructors need to be linked to a cargo unit to be able to work.\n\nTo do that, click on the [c][ffffff]dropdown [-][/c]next to the [c][00ffff]INPUT [-][/c]on the [c][ffffff]top left [-][/c]and select a container from the dropdown to connect the production logistics of this constructor.\n\n[u]Note:[/u] \nClick on the [c][00ff11](!) Help button[-][/c] above the CONSTRUCTION QUEUE to learn more about how to add materials, retrieve crafted devices, the Logistic Network and more!",,,,,,,,,,,,,,,,
pda_O0qqKWm,"Constructors need to be linked to a cargo unit to be able to work.\n\nTo do that, click on the [c][ffffff]dropdown [-][/c]next to the [c][00ffff]INPUT [-][/c]on the [c][ffffff]top left [-][/c]and select a container from the dropdown to connect it to the production logistics of this constructor.\n\nNEXT: To improve the defense capabilities of the emplacement, craft and place a [c][fbff00]SENTRY GUN[-][/c] and an[c][fbff00] AMMO BOX[-][/c] . \n\n[u]Note:[/u] \nClick on the [c][00ff11](!) Help button[-][/c] above the CONSTRUCTION QUEUE to learn more about how to add materials, retrieve crafted devices, the Logistic Network and more!",,,,,,,,,,,,,,,,
pda_8MGiiau,Defense Capabilities,,,,,,,,,,,,,,,,
pda_aqmKmeA,Place Sentry Gun,,,,,,,,,,,,,,,,
pda_ieCKaKu,Place Ammo Box,,,,,,,,,,,,,,,,
pda_aqC2S05,Ammo for turrets and sentries needs to be put into an Ammo Box or an Container Controller (Ammo). \nThe devices will reload from there automatically!,,,,,,,,,,,,,,,,
pda_W2aOuI8,"Note that the ammo always needs to be put into the Ammo Box. \nThe turrets will reload from there automatically. \nAdding ammo to a non-ammo container/box will not work.\n\nFor your personal protection, you should now [c][fbff00]craft and place[-][/c] an [c][fbff00]Armor Locker[-][/c] to equip and modify your armor suits.\n\n[u]Tip:[/u]\nOpen the Control Panel ([c][00ff11]P[-][/c]) and click the [c][00ff11]FILL ALL[-][/c] button below the AMMO list. This will put any matching ammo from your inventory to the ammo boxes of our base.",,,,,,,,,,,,,,,,
pda_KiaKCOm,You an use this [c][ffffff]shortcut [-][/c]for refilling ammo: Open the [c][00ff00]Control Panel (P)[-][/c] and click the[c][00ff00] FILL ALL [-][/c]button.\nThis will put any matching ammo from your inventory to the ammo boxes in our base.,,,,,,,,,,,,,,,,
pda_7OqE0au,Personal Defense,,,,,,,,,,,,,,,,
pda_e0q0ueC,Place Armor Locker,,,,,,,,,,,,,,,,
pda_O8WqKeS,Equip Small Constructor,,,,,,,,,,,,,,,,
pda_Ou4eqoC,Equip Cargo Box,,,,,,,,,,,,,,,,
pda_PKuKnKS,"Use [c][00ff00]PAGE UP/DOWN[-][/c], [c][00ff00]HOME/END[-][/c] and [c][00ff00]INS/DEL[-][/c] buttons and [c][00ff00]Mouseview [-][/c]to rotate and adjust the position of devices when placing.",,,,,,,,,,,,,,,,
pda_SSuuq0S,"Use [c][00ff00]PAGE UP/DOWN[-][/c], [c][00ff00]HOME/END[-][/c] and [c][00ff00]INS/DEL[-][/c] buttons and [c][00ff00]Mouseview [-][/c]to rotate and adjust the position of devices when placing.\n\nPlace on any base block OR  use the Build Helper ""Connect to base"" ([c][00ff11]N[-][/c]) to place anywhere on the ground.",,,,,,,,,,,,,,,,
pda_8uaCaOu,"Use [c][00ff00]PAGE UP/DOWN[-][/c], [c][00ff00]HOME/END[-][/c] and [c][00ff00]INS/DEL[-][/c] buttons and [c][00ff00]Mouseview [-][/c]to rotate and adjust the position of devices when placing.",,,,,,,,,,,,,,,,
pda_KKG4Keq,"Use [c][00ff00]PAGE UP/DOWN[-][/c], [c][00ff00]HOME/END[-][/c] and [c][00ff00]INS/DEL[-][/c] buttons and [c][00ff00]Mouseview [-][/c]to rotate and adjust the position of devices when placing.\n\nPlace on any base block OR  use the Build Helper ""Connect to base"" ([c][00ff11]N[-][/c]) to place anywhere on the ground.",,,,,,,,,,,,,,,,
pda_00K0SGi,Armor lockers are required to equip armor suits and for adding or removing Boosters.,,,,,,,,,,,,,,,,
pda_OaJGeK8,Access the [c][ffffff]Armor Locker.[-][/c],,,,,,,,,,,,,,,,
pda_8BLuXOO,Access Armor Locker,,,,,,,,,,,,,,,,
pda_xKGuSaq,"Equip any suit by simply dragging it to the [c][00ffff]ARMOR slot[-][/c].   \n\nCheck the 'Game Mechanics Q&A' in the Empyriopedia ([c][00ff11]F1[-][/c]) for more info on suits, boosters and their management!",,,,,,,,,,,,,,,,
pda_H5Km8sa,"In case you already found an ARMOR SUIT, equip it by simply dragging it to the [c][00ffff]ARMOR slot[-][/c].  \n\nOtherwise you should craft and equip a LIGHT ARMOR right away, as it not only adds additional hitpoints for upcoming combat, but also adds the functions of a suit light ([c][00ff11]L[-][/c]), jetpack ([c][00ff11]J[-][/c]) and helmet ([c][00ff11]U[-][/c])!\n\nNEXT: craft and place a [c][fbff00]CLONE CHAMBER[-][/c].\n\n[u]Tip:[/u]\nCheck the 'Game Mechanics Q&A' in the Empyriopedia ([c][00ff11]F1[-][/c]) for more info on suits, boosters and their management!",,,,,,,,,,,,,,,,
pda_KKW04C8,Farming,,,,,,,,,,,,,,,,
pda_tq0mGmC,Place Food Processor,,,,,,,,,,,,,,,,
pda_GmK804m,"A food processor allows you to craft advanced meals, medicals and farming equipment.",,,,,,,,,,,,,,,,
pda_8etCoie,"A food processor allows you to craft advanced meals, medicals and materials required for [c][ffffff]farming.[-][/c]\n\nTo proceed, use the capabilities of your [c][ffffff]Small Constructor[-][/c] and [c][ffffff]Food Processor[-][/c] and craft a [c][fbff00]GROWING PLOT[-][/c] (of any material) and a [c][fbff00]PLANT GROW LIGHT[-][/c].\n\n[u]Tip[/u]: \nYou can link the Input/Output of any construction machine to each other just by assigning their cargo units and containers accordingly, [c][ffffff]so they can be shared[-][/c]. This way you do not need to manually move the crafting materials!",,,,,,,,,,,,,,,,
pda_OGKq8SW,Equip Growing Plot,,,,,,,,,,,,,,,,
pda_qWKW8mu,Equip Plant Grow Light,,,,,,,,,,,,,,,,
pda_4KaqqmG,A growing plot is used to grow any plants.,,,,,,,,,,,,,,,,
pda_mGGaKs4,"A plant grow light can be used indoors but also outside, though on temperate planets you can grow your crops without a grow light if the conditions are good.  Check the Empyriopedia ([c][00ff11]F1[-][/c]) for more info about farming!",,,,,,,,,,,,,,,,
pda_mOCiSmC,Place the growing plot to a suitable place on your base.\n\nIn case you have a SPROUT you can place it onto the growing plot right away.,,,,,,,,,,,,,,,,
pda_4aeZ84C,Place the Plant Grow Light at a [c][ffffff]CEILING ABOVE[-][/c] the Growing Plot [c][ffffff]BUT [-][/c]leave the blockspace ATOP the Growing Plot free for placing sprouts!\n\nThe Plant Grow Light has a range of 3x3 large blocks.,,,,,,,,,,,,,,,,
pda_KSGGuGm,Place Plant Grow Light,,,,,,,,,,,,,,,,
